"Name","API Name","Instance Memory","vCPUs","Physical Processor","Clock Speed(GHz)","Instance Storage","Network Performance","On Demand","Linux Reserved cost","Linux Spot Minimum cost","Windows On Demand cost","Windows Reserved cost"
"A1 Metal","a1.metal","32.0 GiB","16 vCPUs","AWS Graviton Processor","2.3 GHz","EBS only","Up to 10 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"A1 Quadruple Extra Large","a1.4xlarge","32.0 GiB","16 vCPUs","AWS Graviton Processor","2.3 GHz","EBS only","Up to 10 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"C7A Double Extra Large","c7a.2xlarge","16.0 GiB","8 vCPUs","AMD EPYC 9R14 Processor","3.7 GHz","EBS only","Up to 12.5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"C3 High-CPU Double Extra Large","c3.2xlarge","15.0 GiB","8 vCPUs","Intel Xeon E5-2680 v2 (Ivy Bridge)","2.8 GHz","160 GB                 (2 * 80 GB SSD)","High","unavailable","unavailable","unavailable","unavailable","unavailable"
"G5G Extra Large","g5g.xlarge","8.0 GiB","4 vCPUs","AWS Graviton2 Processor","2.5 GHz","EBS only","Up to 10 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"M7GD Double Extra Large","m7gd.2xlarge","32.0 GiB","8 vCPUs","AWS Graviton3 Processor","2.5 GHz","474 GB                 NVMe SSD","Up to 15 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"R6A Double Extra Large","r6a.2xlarge","64.0 GiB","8 vCPUs","AMD EPYC 7R13 Processor","3.6 GHz","EBS only","Up to 12.5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"M7A Double Extra Large","m7a.2xlarge","32.0 GiB","8 vCPUs","AMD EPYC 9R14 Processor","3.7 GHz","EBS only","Up to 12.5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"H1 Double Extra Large","h1.2xlarge","32.0 GiB","8 vCPUs","Intel Xeon E5-2686 v4 (Broadwell)","2.3 GHz","2000 GB                 HDD","Up to 10 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"M6ID Double Extra Large","m6id.2xlarge","32.0 GiB","8 vCPUs","Intel Xeon 8375C (Ice Lake)","3.5 GHz","474 GB                 NVMe SSD","Up to 12.5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"M5N Double Extra Large","m5n.2xlarge","32.0 GiB","8 vCPUs","Intel Xeon Platinum 8259 (Cascade Lake)","3.1 GHz","EBS only","Up to 25 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"M2 High Memory Double Extra Large","m2.2xlarge","34.2 GiB","4 vCPUs","Intel Xeon Family","unknown","850 GB                 HDD","Moderate","unavailable","unavailable","unavailable","unavailable","unavailable"
"C7GN Double Extra Large","c7gn.2xlarge","16.0 GiB","8 vCPUs","AWS Graviton3 Processor","2.6 GHz","EBS only","Up to 50 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"C1 High-CPU Extra Large","c1.xlarge","7.0 GiB","8 vCPUs","Intel Xeon Family","unknown","1680 GB                 (4 * 420 GB HDD)","High","unavailable","unavailable","unavailable","unavailable","unavailable"
"D3EN Extra Large","d3en.xlarge","16.0 GiB","4 vCPUs","Intel Xeon Platinum 8259 (Cascade Lake)","3.1 GHz","27960 GB                 (2 * 13980 GB NVMe HDD)","Up to 25 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"R7I Double Extra Large","r7i.2xlarge","64.0 GiB","8 vCPUs","Intel Xeon Scalable (Sapphire Rapids)","3.2 GHz","EBS only","Up to 12.5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"M3 General Purpose Double Extra Large","m3.2xlarge","30.0 GiB","8 vCPUs","Intel Xeon E5-2670 v2 (Ivy Bridge/Sandy Bridge)","2.5 GHz","160 GB                 (2 * 80 GB SSD)","High","unavailable","unavailable","unavailable","unavailable","unavailable"
"M5DN Double Extra Large","m5dn.2xlarge","32.0 GiB","8 vCPUs","Intel Xeon Platinum 8259 (Cascade Lake)","3.1 GHz","300 GB                 NVMe SSD","Up to 25 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"R7GD Double Extra Large","r7gd.2xlarge","64.0 GiB","8 vCPUs","AWS Graviton3 Processor","2.5 GHz","474 GB                 NVMe SSD","Up to 15 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"G5G Double Extra Large","g5g.2xlarge","16.0 GiB","8 vCPUs","AWS Graviton2 Processor","2.5 GHz","EBS only","Up to 10 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"M6IN Double Extra Large","m6in.2xlarge","32.0 GiB","8 vCPUs","Intel Xeon 8375C (Ice Lake)","3.5 GHz","EBS only","Up to 40 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"R7A Double Extra Large","r7a.2xlarge","64.0 GiB","8 vCPUs","AMD EPYC 9R14 Processor","3.7 GHz","EBS only","Up to 12.5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"I4G Double Extra Large","i4g.2xlarge","64.0 GiB","8 vCPUs","AWS Graviton2 Processor","2.5 GHz","1875 GB                 NVMe SSD","Up to 12 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"M6IDN Double Extra Large","m6idn.2xlarge","32.0 GiB","8 vCPUs","Intel Xeon 8375C (Ice Lake)","3.5 GHz","474 GB                 NVMe SSD","Up to 40 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"G2 Double Extra Large","g2.2xlarge","15.0 GiB","8 vCPUs","Intel Xeon E5-2670 (Sandy Bridge)","2.6 GHz","60 GB                 SSD","Moderate","unavailable","unavailable","unavailable","unavailable","unavailable"
"VT1 3xlarge","vt1.3xlarge","24.0 GiB","12 vCPUs","Intel Xeon Platinum 8259CL","2.5 GHz","EBS only","3.12 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"M5ZN Double Extra Large","m5zn.2xlarge","32.0 GiB","8 vCPUs","Intel Xeon Platinum 8252","4.5 GHz","EBS only","Up to 25 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"R3 High-Memory Double Extra Large","r3.2xlarge","61.0 GiB","8 vCPUs","Intel Xeon E5-2670 v2 (Ivy Bridge)","2.5 GHz","160 GB                 SSD","High","unavailable","unavailable","unavailable","unavailable","unavailable"
"X2GD Double Extra Large","x2gd.2xlarge","128.0 GiB","8 vCPUs","AWS Graviton2 Processor","2.5 GHz","475 GB                 NVMe SSD","Up to 10 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"R5DN Double Extra Large","r5dn.2xlarge","64.0 GiB","8 vCPUs","Intel Xeon Platinum 8259 (Cascade Lake)","3.1 GHz","300 GB                 NVMe SSD","Up to 25 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"C5AD Quadruple Extra Large","c5ad.4xlarge","32.0 GiB","16 vCPUs","AMD EPYC 7R32","3.3 GHz","600 GB                 (2 * 300 GB NVMe SSD)","Up to 10 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"R6IN Double Extra Large","r6in.2xlarge","64.0 GiB","8 vCPUs","Intel Xeon 8375C (Ice Lake)","3.5 GHz","EBS only","Up to 40 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"C7GD Quadruple Extra Large","c7gd.4xlarge","32.0 GiB","16 vCPUs","AWS Graviton3 Processor","2.5 GHz","950 GB                 NVMe SSD","Up to 15 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"R7IZ Double Extra Large","r7iz.2xlarge","64.0 GiB","8 vCPUs","Intel Xeon Scalable (Sapphire Rapids)","3.9 GHz","EBS only","Up to 12.5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"INF2 Extra Large","inf2.xlarge","16.0 GiB","4 vCPUs","AMD EPYC 7R13 Processor","2.95 GHz","EBS only","Up to 15 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"R6IDN Double Extra Large","r6idn.2xlarge","64.0 GiB","8 vCPUs","Intel Xeon 8375C (Ice Lake)","3.5 GHz","474 GB                 NVMe SSD","Up to 40 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"C7A Quadruple Extra Large","c7a.4xlarge","32.0 GiB","16 vCPUs","AMD EPYC 9R14 Processor","3.7 GHz","EBS only","Up to 12.5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"G5G Quadruple Extra Large","g5g.4xlarge","32.0 GiB","16 vCPUs","AWS Graviton2 Processor","2.5 GHz","EBS only","Up to 10 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"X1E Extra Large","x1e.xlarge","122.0 GiB","4 vCPUs","High Frequency Intel Xeon E7-8880 v3 (Haswell)","2.3 GHz","120 GB                 SSD","Up to 10 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"C3 High-CPU Quadruple Extra Large","c3.4xlarge","30.0 GiB","16 vCPUs","Intel Xeon E5-2680 v2 (Ivy Bridge)","2.8 GHz","320 GB                 (2 * 160 GB SSD)","High","unavailable","unavailable","unavailable","unavailable","unavailable"
"I2 Extra Large","i2.xlarge","30.5 GiB","4 vCPUs","Intel Xeon E5-2670 v2 (Ivy Bridge)","2.5 GHz","800 GB                 SSD","Moderate","unavailable","unavailable","unavailable","unavailable","unavailable"
"M7GD Quadruple Extra Large","m7gd.4xlarge","64.0 GiB","16 vCPUs","AWS Graviton3 Processor","2.5 GHz","950 GB                 NVMe SSD","Up to 15 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"P2 General Purpose GPU Extra Large","p2.xlarge","61.0 GiB","4 vCPUs","Intel Xeon E5-2686 v4 (Broadwell)","2.3 GHz","EBS only","High","unavailable","unavailable","unavailable","unavailable","unavailable"
"R6A Quadruple Extra Large","r6a.4xlarge","128.0 GiB","16 vCPUs","AMD EPYC 7R13 Processor","3.6 GHz","EBS only","Up to 12.5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"M7A Quadruple Extra Large","m7a.4xlarge","64.0 GiB","16 vCPUs","AMD EPYC 9R14 Processor","3.7 GHz","EBS only","Up to 12.5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"H1 Quadruple Extra Large","h1.4xlarge","64.0 GiB","16 vCPUs","Intel Xeon E5-2686 v4 (Broadwell)","2.3 GHz","4000 GB                 (2 * 2000 GB HDD)","Up to 10 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"M6ID Quadruple Extra Large","m6id.4xlarge","64.0 GiB","16 vCPUs","Intel Xeon 8375C (Ice Lake)","3.5 GHz","950 GB                 NVMe SSD","Up to 12.5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"M5N Quadruple Extra Large","m5n.4xlarge","64.0 GiB","16 vCPUs","Intel Xeon Platinum 8259 (Cascade Lake)","3.1 GHz","EBS only","Up to 25 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"M2 High Memory Quadruple Extra Large","m2.4xlarge","68.4 GiB","8 vCPUs","Intel Xeon Family","unknown","1680 GB                 (2 * 840 GB HDD)","High","unavailable","unavailable","unavailable","unavailable","unavailable"
"M5ZN 3xlarge","m5zn.3xlarge","48.0 GiB","12 vCPUs","Intel Xeon Platinum 8252","4.5 GHz","EBS only","Up to 25 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"C7GN Quadruple Extra Large","c7gn.4xlarge","32.0 GiB","16 vCPUs","AWS Graviton3 Processor","2.6 GHz","EBS only","50 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"D3EN Double Extra Large","d3en.2xlarge","32.0 GiB","8 vCPUs","Intel Xeon Platinum 8259 (Cascade Lake)","3.1 GHz","55920 GB                 (4 * 13980 GB NVMe HDD)","Up to 25 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"R7I Quadruple Extra Large","r7i.4xlarge","128.0 GiB","16 vCPUs","Intel Xeon Scalable (Sapphire Rapids)","3.2 GHz","EBS only","Up to 12.5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"M5DN Quadruple Extra Large","m5dn.4xlarge","64.0 GiB","16 vCPUs","Intel Xeon Platinum 8259 (Cascade Lake)","3.1 GHz","600 GB                 (2 * 300 GB NVMe SSD)","Up to 25 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"R7GD Quadruple Extra Large","r7gd.4xlarge","128.0 GiB","16 vCPUs","AWS Graviton3 Processor","2.5 GHz","950 GB                 NVMe SSD","Up to 15 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"M6IN Quadruple Extra Large","m6in.4xlarge","64.0 GiB","16 vCPUs","Intel Xeon 8375C (Ice Lake)","3.5 GHz","EBS only","Up to 50 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"R7A Quadruple Extra Large","r7a.4xlarge","128.0 GiB","16 vCPUs","AMD EPYC 9R14 Processor","3.7 GHz","EBS only","Up to 12.5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"I4G Quadruple Extra Large","i4g.4xlarge","128.0 GiB","16 vCPUs","AWS Graviton2 Processor","2.5 GHz","3750 GB                 NVMe SSD","Up to 25 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"M6IDN Quadruple Extra Large","m6idn.4xlarge","64.0 GiB","16 vCPUs","Intel Xeon 8375C (Ice Lake)","3.5 GHz","950 GB                 NVMe SSD","Up to 50 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"VT1 6xlarge","vt1.6xlarge","48.0 GiB","24 vCPUs","Intel Xeon Platinum 8259CL","2.5 GHz","EBS only","6.25 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"R3 High-Memory Quadruple Extra Large","r3.4xlarge","122.0 GiB","16 vCPUs","Intel Xeon E5-2670 v2 (Ivy Bridge)","2.5 GHz","320 GB                 SSD","High","unavailable","unavailable","unavailable","unavailable","unavailable"
"R5DN Quadruple Extra Large","r5dn.4xlarge","128.0 GiB","16 vCPUs","Intel Xeon Platinum 8259 (Cascade Lake)","3.1 GHz","600 GB                 (2 * 300 GB NVMe SSD)","Up to 25 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"X2GD Quadruple Extra Large","x2gd.4xlarge","256.0 GiB","16 vCPUs","AWS Graviton2 Processor","2.5 GHz","950 GB                 NVMe SSD","Up to 10 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"TRN1 Double Extra Large","trn1.2xlarge","32.0 GiB","8 vCPUs","Intel Xeon Scalable (Icelake)","Up to 3.5 GHz","474 GB                 NVMe SSD","Up to 12.5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"G5G Eight Extra Large","g5g.8xlarge","64.0 GiB","32 vCPUs","AWS Graviton2 Processor","2.5 GHz","EBS only","12 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"C5AD Eight Extra Large","c5ad.8xlarge","64.0 GiB","32 vCPUs","AMD EPYC 7R32","3.3 GHz","1200 GB                 (2 * 600 GB NVMe SSD)","10 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"R6IN Quadruple Extra Large","r6in.4xlarge","128.0 GiB","16 vCPUs","Intel Xeon 8375C (Ice Lake)","3.5 GHz","EBS only","Up to 50 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"C7GD Eight Extra Large","c7gd.8xlarge","64.0 GiB","32 vCPUs","AWS Graviton3 Processor","2.5 GHz","1900 GB                 NVMe SSD","15 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"R7IZ Quadruple Extra Large","r7iz.4xlarge","128.0 GiB","16 vCPUs","Intel Xeon Scalable (Sapphire Rapids)","3.9 GHz","EBS only","Up to 12.5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"R6IDN Quadruple Extra Large","r6idn.4xlarge","128.0 GiB","16 vCPUs","Intel Xeon 8375C (Ice Lake)","3.5 GHz","950 GB                 NVMe SSD","Up to 50 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"C7A Eight Extra Large","c7a.8xlarge","64.0 GiB","32 vCPUs","AMD EPYC 9R14 Processor","3.7 GHz","EBS only","12.5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"X2IEZN Double Extra Large","x2iezn.2xlarge","256.0 GiB","8 vCPUs","Intel Xeon Platinum 8252","4.5 GHz","EBS only","Up to 25 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"X1E Double Extra Large","x1e.2xlarge","244.0 GiB","8 vCPUs","High Frequency Intel Xeon E7-8880 v3 (Haswell)","2.3 GHz","240 GB                 SSD","Up to 10 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"C3 High-CPU Eight Extra Large","c3.8xlarge","60.0 GiB","32 vCPUs","Intel Xeon E5-2680 v2 (Ivy Bridge)","2.8 GHz","640 GB                 (2 * 320 GB SSD)","10 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"HPC7G Eight Extra Large","hpc7g.8xlarge","128.0 GiB","32 vCPUs","AWS Graviton3 Processor","2.6 GHz","EBS only","200 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"HPC7G 16xlarge","hpc7g.16xlarge","128.0 GiB","64 vCPUs","AWS Graviton3 Processor","2.6 GHz","EBS only","200 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"HPC7G Quadruple Extra Large","hpc7g.4xlarge","128.0 GiB","16 vCPUs","AWS Graviton3 Processor","2.6 GHz","EBS only","200 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"I2 Double Extra Large","i2.2xlarge","61.0 GiB","8 vCPUs","Intel Xeon E5-2670 v2 (Ivy Bridge)","2.5 GHz","1600 GB                 (2 * 800 GB SSD)","High","unavailable","unavailable","unavailable","unavailable","unavailable"
"M7GD Eight Extra Large","m7gd.8xlarge","128.0 GiB","32 vCPUs","AWS Graviton3 Processor","2.5 GHz","1900 GB                 NVMe SSD","15 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"R6A Eight Extra Large","r6a.8xlarge","256.0 GiB","32 vCPUs","AMD EPYC 7R13 Processor","3.6 GHz","EBS only","12.5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"M7A Eight Extra Large","m7a.8xlarge","128.0 GiB","32 vCPUs","AMD EPYC 9R14 Processor","3.7 GHz","EBS only","12.5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"H1 Eight Extra Large","h1.8xlarge","128.0 GiB","32 vCPUs","Intel Xeon E5-2686 v4 (Broadwell)","2.3 GHz","8000 GB                 (4 * 2000 GB HDD)","10 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"M6ID Eight Extra Large","m6id.8xlarge","128.0 GiB","32 vCPUs","Intel Xeon 8375C (Ice Lake)","3.5 GHz","1900 GB                 NVMe SSD","12.5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"M5N Eight Extra Large","m5n.8xlarge","128.0 GiB","32 vCPUs","Intel Xeon Platinum 8259 (Cascade Lake)","3.1 GHz","EBS only","25 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"INF2 Eight Extra Large","inf2.8xlarge","128.0 GiB","32 vCPUs","AMD EPYC 7R13 Processor","2.95 GHz","EBS only","Up to 25 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"M5ZN 6xlarge","m5zn.6xlarge","96.0 GiB","24 vCPUs","Intel Xeon Platinum 8252","4.5 GHz","EBS only","50 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"C7GN Eight Extra Large","c7gn.8xlarge","64.0 GiB","32 vCPUs","AWS Graviton3 Processor","2.6 GHz","EBS only","100 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"C5AD 12xlarge","c5ad.12xlarge","96.0 GiB","48 vCPUs","AMD EPYC 7R32","3.3 GHz","1800 GB                 (2 * 900 GB NVMe SSD)","12 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"D3EN Quadruple Extra Large","d3en.4xlarge","64.0 GiB","16 vCPUs","Intel Xeon Platinum 8259 (Cascade Lake)","3.1 GHz","111840 GB                 (8 * 13980 GB NVMe HDD)","25 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"R7I Eight Extra Large","r7i.8xlarge","256.0 GiB","32 vCPUs","Intel Xeon Scalable (Sapphire Rapids)","3.2 GHz","EBS only","12.5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"M5DN Eight Extra Large","m5dn.8xlarge","128.0 GiB","32 vCPUs","Intel Xeon Platinum 8259 (Cascade Lake)","3.1 GHz","1200 GB                 (2 * 600 GB NVMe SSD)","25 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"R7GD Eight Extra Large","r7gd.8xlarge","256.0 GiB","32 vCPUs","AWS Graviton3 Processor","2.5 GHz","1900 GB                 NVMe SSD","15 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"C7GD 12xlarge","c7gd.12xlarge","96.0 GiB","48 vCPUs","AWS Graviton3 Processor","2.5 GHz","2850 GB                 (2 * 1425 GB NVMe SSD)","22.5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"M6IN Eight Extra Large","m6in.8xlarge","128.0 GiB","32 vCPUs","Intel Xeon 8375C (Ice Lake)","3.5 GHz","EBS only","50 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"R7A Eight Extra Large","r7a.8xlarge","256.0 GiB","32 vCPUs","AMD EPYC 9R14 Processor","3.7 GHz","EBS only","12.5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"C7A 12xlarge","c7a.12xlarge","96.0 GiB","48 vCPUs","AMD EPYC 9R14 Processor","3.7 GHz","EBS only","18.75 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"I4G Eight Extra Large","i4g.8xlarge","256.0 GiB","32 vCPUs","AWS Graviton2 Processor","2.5 GHz","7500 GB                 (2 * 3750 GB NVMe SSD)","18.75 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"M6IDN Eight Extra Large","m6idn.8xlarge","128.0 GiB","32 vCPUs","Intel Xeon 8375C (Ice Lake)","3.5 GHz","1900 GB                 NVMe SSD","50 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"M7GD 12xlarge","m7gd.12xlarge","192.0 GiB","48 vCPUs","AWS Graviton3 Processor","2.5 GHz","2850 GB                 (2 * 1425 GB NVMe SSD)","22.5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"G2 Eight Extra Large","g2.8xlarge","60.0 GiB","32 vCPUs","Intel Xeon E5-2670 (Sandy Bridge)","2.6 GHz","240 GB                 (2 * 120 GB SSD)","High","unavailable","unavailable","unavailable","unavailable","unavailable"
"R3 High-Memory Eight Extra Large","r3.8xlarge","244.0 GiB","32 vCPUs","Intel Xeon E5-2670 v2 (Ivy Bridge)","2.5 GHz","640 GB                 (2 * 320 GB SSD)","10 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"R5DN Eight Extra Large","r5dn.8xlarge","256.0 GiB","32 vCPUs","Intel Xeon Platinum 8259 (Cascade Lake)","3.1 GHz","1200 GB                 (2 * 600 GB NVMe SSD)","25 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"X2GD Eight Extra Large","x2gd.8xlarge","512.0 GiB","32 vCPUs","AWS Graviton2 Processor","2.5 GHz","1900 GB                 NVMe SSD","12 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"R6A 12xlarge","r6a.12xlarge","384.0 GiB","48 vCPUs","AMD EPYC 7R13 Processor","3.6 GHz","EBS only","18.75 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"G5G Metal","g5g.metal","128.0 GiB","64 vCPUs","AWS Graviton2 Processor","2.5 GHz","EBS only","25 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"G5G 16xlarge","g5g.16xlarge","128.0 GiB","64 vCPUs","AWS Graviton2 Processor","2.5 GHz","EBS only","25 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"C5AD 16xlarge","c5ad.16xlarge","128.0 GiB","64 vCPUs","AMD EPYC 7R32","3.3 GHz","2400 GB                 (2 * 1200 GB NVMe SSD)","20 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"M7A 12xlarge","m7a.12xlarge","192.0 GiB","48 vCPUs","AMD EPYC 9R14 Processor","3.7 GHz","EBS only","18.75 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"R6IN Eight Extra Large","r6in.8xlarge","256.0 GiB","32 vCPUs","Intel Xeon 8375C (Ice Lake)","3.5 GHz","EBS only","50 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"M6ID 12xlarge","m6id.12xlarge","192.0 GiB","48 vCPUs","Intel Xeon 8375C (Ice Lake)","3.5 GHz","2850 GB                 (2 * 1425 GB NVMe SSD)","18.75 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"M5N 12xlarge","m5n.12xlarge","192.0 GiB","48 vCPUs","Intel Xeon Platinum 8259 (Cascade Lake)","3.1 GHz","EBS only","50 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"C7GD 16xlarge","c7gd.16xlarge","128.0 GiB","64 vCPUs","AWS Graviton3 Processor","2.5 GHz","3800 GB                 (2 * 1900 GB NVMe SSD)","30 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"R7IZ Eight Extra Large","r7iz.8xlarge","256.0 GiB","32 vCPUs","Intel Xeon Scalable (Sapphire Rapids)","3.9 GHz","EBS only","12.5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"C7GN 12xlarge","c7gn.12xlarge","96.0 GiB","48 vCPUs","AWS Graviton3 Processor","2.6 GHz","EBS only","150 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"R6IDN Eight Extra Large","r6idn.8xlarge","256.0 GiB","32 vCPUs","Intel Xeon 8375C (Ice Lake)","3.5 GHz","1900 GB                 NVMe SSD","50 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"D3EN 6xlarge","d3en.6xlarge","96.0 GiB","24 vCPUs","Intel Xeon Platinum 8259 (Cascade Lake)","3.1 GHz","167760 GB                 (12 * 13980 GB NVMe HDD)","40 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"R7I 12xlarge","r7i.12xlarge","384.0 GiB","48 vCPUs","Intel Xeon Scalable (Sapphire Rapids)","3.2 GHz","EBS only","18.75 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"M5DN 12xlarge","m5dn.12xlarge","192.0 GiB","48 vCPUs","Intel Xeon Platinum 8259 (Cascade Lake)","3.1 GHz","1800 GB                 (2 * 900 GB NVMe SSD)","50 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"R7GD 12xlarge","r7gd.12xlarge","384.0 GiB","48 vCPUs","AWS Graviton3 Processor","2.5 GHz","2850 GB                 (2 * 1425 GB NVMe SSD)","22.5 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"C7A 16xlarge","c7a.16xlarge","128.0 GiB","64 vCPUs","AMD EPYC 9R14 Processor","3.7 GHz","EBS only","25 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"X1E Quadruple Extra Large","x1e.4xlarge","488.0 GiB","16 vCPUs","High Frequency Intel Xeon E7-8880 v3 (Haswell)","2.3 GHz","480 GB                 SSD","Up to 10 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
